BscStartDate,Asset,OriginalShorttext,PMType,Cost
2007-02-08,D,Crack in mount for grease tank,PM01,1522.41
2007-02-24,D,LUBE FAULT,PM01,0
2007-03-02,D,Auto Lube system not lubing too well,PM01,369.45
2007-03-04,D,Replace missing lube pump in SHD24,PM01,9798.23
2007-03-10,D,Lube system faulting SHD24,PM01,184.72
2007-03-22,D,Replace grease distribution blocks,PM01,427.58
2007-03-23,D,reset grease system to10minutes,PM01,0
2007-04-01,D,Replace bucket lube line on SHD24,PM01,192.17
2007-04-12,D,repair broken grease line,PM01,1463.73
2007-04-12,D,Replace Terex grease injectors,PM01,2616.84
2007-04-19,D,Clean grease/rocks from slew ring,PM01,0
2007-04-19,D,grease platform cracked,PM01,493.2
2007-04-26,D,Lube system fault,PM01,192.17
2007-05-12,D,2x Broken grease lines,PM01,319.79
2007-05-13,D,Replace lube lines on bucket pins,PM01,513.12
2007-05-17,D,Perform grease audit,PM01,808.55
2007-06-14,D,Replace grease blocks on boom,PM01,1744.56
2007-07-03,D,grease alarm,PM01,0
2007-07-08,D,lube system fault,PM01,359.61
2007-07-09,D,Replace grease quickfill on service leg,PM01,385.16
2007-07-11,D,rebuild grease pump,PM01,3750
2007-07-13,D,grease fault alarm,PM01,0
2007-07-23,D,grease fill problems,PM01,915.07
2007-07-24,D,replace grease inlet filter,PM01,0
2007-07-27,D,grease lube fault,PM01,359.61
2007-08-09,D,Lube leak in system SHD24,PM01,77.24
2007-08-19,D,Lube system fault,PM01,463.45
2007-08-27,D,Refit filter to grease system,PM01,0
2007-09-08,D,Broken grease lines on steps,PM01,493.83
2007-09-13,D,Broken grease lines on access stairs,PM01,0
2007-09-13,D,Replace grease over flow hose,PM01,379
2007-09-14,D,Lube sysetm faulty,PM01,0
2007-09-16,D,Investigate grease alarm coming on,PM01,272.6
2007-09-17,D,Lube fault,PM01,564.92
2007-09-25,D,"Lube fault \A\"" line pressure too low""",PM01,340.4
2007-09-25,D,"Lube fault on \B\"" Line""",PM01,0
2007-09-26,D,Lube fault,PM01,283.2
2007-09-27,D,Grease leak,PM01,0
2007-10-01,D,Grease pump u/s requires repairing,PM01,6217.5
2007-10-02,D,replace lube on solenoid,PM01,1580.16
2007-10-02,D,Lube on solenoid faulty SHD24,PM01,0
2007-10-16,D,Broken grease line,PM01,894.12
2007-11-08,D,grease line broen r/h side of bucket,PM01,249.08
2007-11-12,D,low pressure lube fault.,PM01,996.32
2007-11-18,D,Replace bucket lube line SHD24,PM01,0
2007-11-19,D,grease pump,PM01,771.42
2007-11-19,D,Greaseline A Pressure Line Fault,PM01,2148.51
2007-11-22,D,Lube fault,PM01,166.05
2007-11-26,D,Lube fault on SHD0024,PM01,0
2007-11-27,D,lube fault,PM01,0
2007-11-28,D,lube fault,PM01,83.03
2007-12-06,D,Replace fittings on grease system,PM01,72.21
2007-12-06,D,Rebuild Lube Pump,PM01,5667.4
2007-12-11,D,grease service inlet fitting leaking,PM01,0
2008-01-24,D,L/H grease tank leaking,PM01,0
2008-02-14,D,grease leak at grease tank,PM01,381.51
2008-03-05,D,Lube system failure,PM01,240.57
2008-03-06,D,Grease leak top of tank,PM01,0
2008-03-16,D,Lube fault,PM01,160.38
2008-03-27,D,reseal grease tank,PM01,1380.75
2008-04-26,D,lube fault  SHD24,PM01,187.61
2008-04-28,D,Lube fault,PM01,62.54
2008-05-15,D,Carry out grease audit,PM01,1044.12
2008-06-03,D,gease system aduit on bucket,PM01,376.78
2008-06-25,D,grease leak back front of stick,PM01,0
2008-07-21,D,Blown grease hose,PM01,856.79
2008-08-26,D,grease line broken,PM01,0
2008-08-28,D,Grease tank lid leaking. drilled and tap,PM01,0
2008-09-13,D,Repair broken lube,PM01,0
2008-09-16,D,lost crowd function--low grease,PM01,0
2008-09-21,D,Replace grease line,PM01,0
2008-09-25,D,OIl leak at grease pump,PM01,0
2008-10-09,D,Grease all Load and Carrier Rollers,PM01,1280.4
2008-10-30,D,Repair lube fitting,PM01,0
2008-10-30,D,C/O R/H PTO lube pump,PM01,1539.07
2008-10-31,D,Repair bucket grease lines,PM01,694.77
2008-11-05,D,Change grease screen SHD0024,PM01,260.54
2008-11-15,D,Lube fault,PM01,831.43
2008-11-24,D,Lube fault & will not crowd,PM01,260.54
2008-11-27,D,Lube fault SHD24,PM01,260.54
2008-12-13,D,Lube fault coming up,PM01,0
2008-12-26,D,lube falt keeps coming up,PM01,774.33
2009-01-05,D,Lube system fault SHD24,PM01,591.26
2009-01-15,D,Grease Leak front of bucket,PM01,167.41
2009-02-06,D,grease fault SHD24,PM01,2533.49
2009-03-15,D,Lube fault coming up,PM01,185.28
2009-03-17,D,Replace lube line bucket cylinder,PM01,741.14
2009-03-22,D,Lube faults SHD0024,PM01,1454.65
2009-04-04,D,Broken grease line on bucket,PM01,465.18
2009-04-07,D,Excessive boom grease to be cleaned off,PM01,7877.06
2009-04-09,D,C/O L/H PTO lube pump,PM01,1547.84
2009-04-09,D,Grease system leaks,PM01,0
2009-04-10,D,Grease fault,PM01,1896.28
2009-04-26,D,Broken grease line,PM01,353.14
2009-05-03,D,Lube falt,PM01,466.23
2009-05-13,D,Line A grease pressure low,PM01,1176.73
2009-05-28,D,Low grease pressure SHD0024,PM01,466.23
2009-06-11,D,lube System Falt,PM01,1067.14
2009-06-11,D,Grease leak Line A SHD24,PM01,0
2009-08-02,D,Low pressure on grease line A SHD0024,PM01,0
2009-08-06,D,Grease Pump leaking at Shaft seal,PM01,0
2009-08-12,D,Oil leak LH PTO Lube pump,PM01,75.7
2009-08-12,D,H LInk Grease Points DRY,PM01,0
2009-08-20,D,No grease to bottom H-Link Pin SHD0024,PM01,831.51
2009-08-24,D,Grease fault SHD24,PM01,0
2009-08-28,D,Bucket pins dry - lube fault,PM01,4307.96
2009-09-08,D,Oil leak RH PTO Lube pump,PM01,0
2009-09-08,D,Oil leak starter Pre lube hose,PM01,0
2009-09-28,D,Adjust lube timer,PM01,0
2009-10-27,D,Replace grease injector blocks,PM01,7214.73
2009-11-05,D,Lube line off bucket pin,PM01,692.06
2009-11-06,D,Lube fault,PM01,0
2009-12-22,D,WARR R7 load roller leaking grease,PM01,0
2010-02-13,D,Replace broken lube line on bucket,PM01,0
2010-02-14,D,Repair lube leak,PM01,341.8
2010-02-23,D,Grease line fault,PM01,683.61
2010-03-09,D,Audit lube system SHD0024,PM01,629.08
2010-03-15,D,Broken grease line SHD24,PM01,0
2010-03-21,D,Grease fault SHD24,PM01,512.03
2010-03-29,D,Lube falt,PM01,256.02
2010-04-04,D,Grease Falt,PM01,509.08
2010-04-05,D,SHD 24 - low lube pressure line A,PM01,0
2010-04-14,D,Replace grease distributors,PM01,0
2010-04-26,D,Broken Grease line on bucket SHD24,PM01,240.89
2010-04-29,D,P2 Spline cavity using oil,PM01,423.1
2010-05-13,D,repair bace on lube tank,PM01,306.8
2010-05-24,D,Lube Falt,PM01,954.74
2010-05-26,D,Broken lube line on sticks,PM01,190.95
2010-06-05,D,Broken grease hose on bucket pin,PM01,190.95
2010-06-08,D,SCV To Fabricate new Grease Platform,PM01,4390.78
2010-06-08,D,Minor leak service leg grease fill hose,PM01,0
2010-06-26,D,Broken lube line,PM01,190.95
2010-06-29,D,Replace Grease Lube pump,PM01,4705.6
2010-07-26,D,Lube fault alarm coming on,PM01,369.82
2010-08-08,D,shd 24 - Grease problems,PM01,0
2010-08-10,D,Remove Grate from grease platform,PM01,0
2010-08-21,D,Replace broken grease line on bucket,PM01,371.14
2010-08-24,D,Lube & Mechanical 500Hr Service SHD0024,PM02,5505.95
2010-08-30,D,Broken grease line on bucket,PM01,0
2010-09-03,D,Lube falt,PM01,278.35
2010-09-24,D,No lube pressure in A&B ports,PM01,11403.16
2010-09-26,D,lube not getting to pressure,PM01,19718.42
2010-10-08,D,grease fault alarm on,PM01,537.62
2010-10-19,D,WARR Grease pump leaking at shaft seal,PM01,9228.97
2010-10-20,D,Replace broken Grease  line,PM01,268.81
2010-12-01,D,blown grease line on bucket,PM01,0
2010-12-14,D,Grease platform cracked out,PM01,0
2010-12-14,D,Leaking grease block on stick,PM01,0
2010-12-16,D,Grease fault SHD24,PM01,0
2010-12-16,D,ACC - shd 24 - 6 x broken grease lines,PM06,2720.65
2011-01-09,D,Broken grease line on back of bucket,PM01,246.99
2011-01-17,D,Broken grease lines on bucket,PM01,573.59
2011-01-22,D,Lube system defective fault SHD24,PM01,0
2011-01-24,D,Lube system defective fault SHD24,PM01,983.3
2011-01-29,D,Broken grease line on bucket,PM01,655.53
2011-02-04,D,Grease falt Line B not maintaining Press,PM01,438.7
2011-02-15,D,Lengthen Grease overflow hose,PM01,0
2011-02-15,D,Grease leak dump valve fitting,PM01,458.48
2011-02-15,D,Remount servo filter to grease system,PM01,1084.08
2011-02-17,D,Grease system fault,PM01,350.96
2011-02-18,D,shd 24 blown engine oil line lh engine,PM01,1522.77
2011-02-23,D,Lube fault EXD36,PM01,399.38
2011-03-01,D,Grease leak SHD24,PM01,72.47
2011-03-01,D,Grease leak SHD24,PM01,0
2011-03-04,D,Broken grease line on bucket,PM01,398.07
2011-03-07,D,Line B Not maintaining pressure,PM01,0
2011-03-09,D,Broken grease line on bucket,PM01,0
2011-03-15,D,Lube Sys Defective Alarm,PM01,2506.31
2011-03-16,D,Grease system not working,PM01,318.45
2011-03-27,D,Lube Sys Defective Alarm,PM01,238.84
2011-04-05,D,Fit oil burst sleeve to Thermostat lines,PM01,192.4
2011-04-19,D,Replace grease lube pump,PM01,7359.28
2011-04-19,D,Fit oil burst sleeve to Thermostat lines,PM01,877.98
2011-05-02,D,Replace 2 x grease blocks on stick,PM01,1549.09
2011-05-03,D,Replace fitting on grease board,PM01,45.29
2011-05-04,D,Broken Grease lines,PM01,518.24
2011-05-13,D,Lube system failure,PM01,0
2011-05-23,D,Replace 2 x grease blocks,PM01,518.24
2011-08-21,D,Shutting down Line B lube fault,PM01,3560.6
2011-09-17,D,Grease Sys fault,PM01,0
2006-04-03,E,LUBE ALARM COMING ON,PM01,1037.65
2006-08-20,E,REPAIR BROKEN GREASE LINES ON BUCKET,PM01,449.66
2006-09-07,E,C/O BROKEN GREASE LINES,PM01,711.44
2006-09-27,E,BROKEN GREASE LINES,PM06,0
2006-11-04,E,REPAIR BROKEN GREASE LINES,PM01,268.81
2006-11-05,E,REPLACE BROKEN GREASE LINES,PM01,134.41
2006-11-25,E,REPAIR LOOSE GREASE LINE TO BUCKET,PM01,84
2006-11-26,E,BROKEN GREASE LINES ON BUCKET,PM01,552.71
2006-12-06,E,REPLACE LEAKING GREASE LINE AT ' H' LINK,PM01,386.5
2006-12-08,E,LUBE PUMP NOT WORKING,PM01,309.2
2006-12-14,E,REPLACE BROKEN GREASE LINE ON BUCKET,PM01,0
2006-12-16,E,REPAIR MAIN LUBE SYSTEM,PM01,1185.13
2006-12-17,E,REPAIR GREASE LINE,PM01,77.3
2007-01-11,E,REPLACE BROKEN GREASE LINE,PM01,0
2007-01-28,E,GREASE SYSTEM ONLY CYCLING ONCE,PM01,177.83
2007-02-15,E,REPAIR GREASE LINES @ FRONT OF STICK,PM01,182.2
2007-02-21,E,GREASE LEAK AT BUCKET,PM01,404.9
2007-03-05,E,BROKEN LUBE LINE ON BUCKET.,PM01,147.56
2007-03-12,E,REPLACE CONTROL VALVE FOR LUBE SYSTEM,PM01,3244.45
2007-03-19,E,REPLACE U/S GREASE LINE ON BUCKET.,PM01,0
2007-03-31,E,BROKEN GREASE LINES ON BUCKET,PM01,106.37
2007-03-31,E,UNDERCARRIAGE LUBE SYSTEM FAILURE,PM01,170.19
2007-04-24,E,REPAIR LUBE LEAK AT ' H' LINK,PM01,340.38
2007-04-28,E,BAD LEAK AT GREASE TANK    @ RAMP 40,PM01,151.35
2007-05-13,E,broken grease lines on bucket,PM01,227.03
2007-05-14,E,accidient damage to lube system at bucke,PM06,1034.16
2007-06-01,E,LUBE SYSTEM FAILURE,PM01,0
2007-06-04,E,BROKEN GREASE LINE,PM01,146.57
2007-06-19,E,RESEAL GREASE TANK - SEE TEXT,PM01,132.54
2007-06-19,E,MODIFY GREASE CATCHERS,PM01,13.55
2007-07-21,E,LUBE SYSTEM FAILURE ALARM  ( RAMP 9 ),PM01,174.07
2007-08-27,E,REPAIR GREASE SYSTEM ELEC FAULT- U/C,PM01,275
2007-09-08,E,"BROKEN GREASE LINE & FITTING ON \H\"" LINK""",PM01,226.78
2007-09-10,E,"BROKEN GREASE LINE & FITTING ON \H\"" LINK""",PM01,0
2007-09-10,E,BROKEN GREASE LINE,PM01,0
2007-09-17,E,REPLACE BROKEN GREASE LINE,PM01,0
2007-10-11,E,BOTH GREASE PUMPS LEAKING OIL,PM01,0
2007-10-11,E,RH PRE LUBE OIL PUMP LEAKING,PM01,0
2007-10-18,E,ACCIDENT DAMAGE - BUCKET GREASE HOSES,PM06,2283.67
2007-11-06,E,PRE LUBE STARTER MOTOR LEAKING OIL,PM02,4371.29
2007-11-27,E,MOVE GREASE SYSTEM FILTER FROM WHERE IT,PM01,0
2007-12-13,E,GREASE ALARM COMING ON.,PM01,268.9
2007-12-18,E,REPAIR GREASE SYSTEM FAULT,PM01,268.9
2008-01-06,E,REPAIR LUBE FAULT,PM01,0
2008-01-06,E,TRAVEL LUBE SYSTEM PUMP HAS A  HYD LEAK,PM01,0
2008-01-07,E,REPLACE GREASE PRES. SENDER WITH UPGRADE,PM01,2901.23
2008-03-03,E,BLOWN  LUBE LINE TO REVOLVING FRAME,PM01,220.44
2008-03-13,E,Undercarriage grease fault.,PM01,406.97
2008-03-26,E,MODIFY UNDERCARRAGE LUBE SYS,PM01,431.27
2008-04-01,E,MAJOR GREASE LEAK,PM01,388.1
2008-04-06,E,ACC DAMAGE- LUBE BLOCK BROKEN,PM06,0
2008-04-13,E,REPAIR GREASE LINE ON BUCKET,PM01,138.01
2008-04-14,E,REPLACE BROKEN GREASE LINES - HIT BY ROC,PM06,224.26
2008-04-15,E,GREASE LINE ON BOOM CUT,PM06,138.01
2008-04-18,E,UNDERCARRIAGE LUBE SOLENOID U/S.,PM01,2092.5
2008-04-19,E,BROKEN GREASE LINE ON BUCKET,PM01,0
2008-05-29,E,REPAIR UNDERCARRIAGE LUBE FAULT,PM01,25063.75
2008-06-18,E,HYD LEAK AT LUBE PUMP,PM01,7143.78
2008-06-19,E,REPLACE U/C GREASE PLC,PM01,8869.5
2008-07-15,E,"GREASE PIPE BROKEN , STICK TO BUCKET",PM01,96.3
2008-07-28,E,REPAIR GREASE BOARD MOUNTING BRACKET,PM01,0
2008-08-01,E,REPLACE GREASE PUMP,PM01,10143.4
2008-08-16,E,REFIT DAMAGED GREASE LINE GUARD ON HLINK,PM01,428.96
2008-09-15,E,WELD REPAIR GREASE BOARD MOUNTS,PM01,272.71
2008-10-19,E,REPLACE  FAULTY MAIIN GREASE PUMP,PM01,7479.42
2008-10-31,E,R/H PUMP BOX LUBE PRESSURE LOW,PM01,0
2008-10-31,E,LOW LUBE PRESSURE FAULT R/H PUMPGEARBOX,PM01,491.05
2008-11-12,E,LUBE ALARMS COMING ON,PM01,327.37
2008-11-16,E,REPAIR LUBE ALARM FAULT,PM01,976.27
2008-12-08,E,CHANGEOUT RH LUBE PUMP (PTO),PM01,0
2008-12-18,E,UNDERCARRIAGE LUBE FAULT ALARM ON,PM01,0
2008-12-22,E,REPLACE GREASE PUMP UNDERCARRIAGE,PM01,0
2008-12-22,E,REPLACE GREASE PUMP UNDERCARRIAGE,PM01,4620
2008-12-22,E,REPLACE GREASE PUMP UNDERCARRIAGE,PM01,0
2009-01-20,E,rf-replace oil line,PM01,2541.2
2009-02-16,E,AUTO LUBE NOT WORKING,PM01,130.76
2009-03-02,E,REPAIR LEAK ON REAR GREASE PUMP,PM01,334.25
2009-03-04,E,REPAIR GREASE LINE,PM01,167.13
2009-03-16,E,BROKEN GREASE LINE AT BUCKET,PM01,37.62
2009-03-24,E,REPAIR LUBE LINES ON BUCKET,PM01,250.69
2009-04-09,E,REPAIR BROKEN GREASE LINES.,PM01,0
2009-04-26,E,DAMAGED LH TRAVEL MOTOR COVER/OIL LINES,PM06,6895.15
2009-07-11,E,UNDERCARRIAGE LUBE FAULT.,PM01,516.56
2009-07-16,E,REPAIR UNDERCARRIAGE LUBE FAULT/ALARM,PM01,398.4
2009-07-27,E,UNDERCARRIAGE LUBE FAULT.,PM01,0
2009-08-11,E,H-BLOCK GREASE PIPE BROKEN,PM01,601.61
2009-09-20,E,REFIT GREASE LINES TO BOOM,PM01,1650.65
2009-09-26,E,REPLACE BROKEN GREASE DISTRIBUTOR FITTIN,PM01,1743.85
2009-10-01,E,REPAIR U/C  LUBE,PM01,518.12
2009-10-12,E,REPAIR GEASE LINES AT H LINK,PM01,388.59
2009-11-22,E,REPLACE GREASE LINE,PM01,0
2009-11-22,E,BREOKEN GREASE LINE ON BUCKET,PM01,973.97
2009-11-30,E,AUTO LUBE TO H-LINK NOT WORKING,PM01,1369.5
2009-12-06,E,ACC DAMAGE-ACCESS STEP GREASE LINES,PM06,547.89
2010-01-16,E,REPAIR GREASE LEAK AT BUCKET.,PM01,450.23
2010-02-16,E,GREASE FAULT,PM01,9773.55
2010-02-17,E,GREASE SYSTEM FAULT,PM01,4064.74
2010-03-04,E,LUBE FAULT RE-OCCURRING,PM01,177.15
2010-03-05,E,CHANGEOUT MAIN GREASE PUMP - FAILED,PM01,4100.6
2010-05-06,E,MAIN FRAME GREASE PUMP EXCEEDING 350 BAR,PM01,1485.04
2010-06-08,E,REPLACE GREASE PUMP FRONT,PM01,352.25
2010-06-26,E,REPLACE GREASE LINE ON BUCKET,PM01,0
2010-07-05,E,REPLACE STICK GREASE BLOCK & LINES,PM01,15010.79
2010-08-14,E,BROKEN GREASE LINE ON BUCKET,PM01,587.61
2010-08-22,E,REPAIR BROKEN GREASE LINES ON BUCKET.,PM01,1382.6
2010-08-23,E,ROCK DAMAGE TO GREASE BLOCKS / LINES,PM06,2281.29
2010-08-30,E,REPAIR GREASE LINE ON BUCKET.,PM01,195.39
2010-09-04,E,BROKEN GREASE LINE ON H LINK,PM01,173.68
2010-09-10,E,REPAIR BROKEN GREASE LINE ON BUCKET.,PM01,260.52
2010-09-19,E,UNDER CARRIAGE LUBE FAULT,PM01,868.4
2010-10-25,E,GREASE ALARM LOW PRESSURE LINE 2,PM01,733.89
2010-10-25,E,grease fault,PM01,0
2010-11-16,E,2 X BROKEN BUCKET GREASE LINES,PM01,0
2010-11-17,E,ROCK DAMAGE TO GREASE BLOCK ON STICK,PM06,5807.7
2010-12-23,E,Broken grease lines/fittings.,PM01,4579.44
2011-01-14,E,grease line on stick broken,PM01,0
2011-01-27,E,REPAIR GREASE UNDERCARRIAGE LUBE.,PM01,7237.75
2011-02-01,E,GREASE PUMP LEAKING,PM01,4699.99
2011-02-21,E,LUBE FAULT FILL GREASE POT,PM01,0
2011-03-25,E,OIL BYPASS FILTER FAULTY GREASE SYT,PM01,0
2011-05-27,E,FILL LOW GREASE TANK LEVEL,PM01,0
2011-05-27,E,LUBE FAULT - LINE CUT,PM01,0
2011-06-06,E,CHANGEOUT BOTH LUBE PUMPS- LEAKING,PM01,18505.14
2011-07-18,E,housing above grease tank broken bracket,PM01,1118.14
2011-07-18,E,grease line on bucket loose,PM01,372.71
2011-07-29,E,Repair damage to bucket lube system,PM06,2624.9
2011-08-14,E,UNDERCARRIAGE LUBE NOT WORKING,PM01,0
2011-08-29,E,GREASE LINES LOOSE,PM01,264
2011-09-01,E,GREASE PUMPS LEAKING,PM01,10867.72
2011-10-13,E,500H Lube & Mech Svce SHD26,PM02,0
2005-03-02,A,ADJUST GUIDE CHAINS,PM01,81.48
2008-02-25,A,FIT SOLID HANDRAILS AND GATES,PM01,0
2001-11-05,B,NDT TO BE DONE ON CARBODY & BOOM,PM01,1057
2002-02-10,B,CRACK IN SUPER STRUCTURE LHS,PM01,1.39
2002-02-10,B,Replace cab structure profile.,PM01,767.12
2002-02-11,B,work on shovel scaffold/cranage,PM01,692.94
2002-06-17,B,REPAIR BROKEN HANDRAIL,PM01,143.25
2002-10-14,B,WELD MISC. JOBS.,PM01,0
2002-10-14,B,NEEDS REALIGNING,PM01,253.19
2002-11-22,B,REPLACE BULKHEAD FITTING,PM01,245.71
2003-07-04,B,Repair safety rails top of cab  TEXT,PM01,162.7
2003-07-19,B,Top deck cab light (possible short),PM01,137.02
2003-09-08,B,rhs handrail broken,PM01,594.81
2003-09-11,B,repair handrail,PM01,0
2003-09-18,B,CRACKS IN CARBODY FRAME,PM01,933.48
2003-11-12,B,tightened handrail & adjusted clam pedal,PM01,158.99
2004-02-26,B,right hand side deck rusted,PM01,0
2004-06-15,B,safety rails top of cab broken TEXT,PM01,0
2004-05-14,C,CAPITAL - UNDERCARRIAGE ROLLER CHOCKS,PM04,4720
2006-02-21,C,REPAIR / Hand rail bent,PM01,0
2006-04-06,C,Repair damage to handrails,PM01,581.14
2009-07-21,C,CLOSE IN HATCH OPENINGS ON CAR BODY,PM01,3234
2010-01-14,C,REPAIR CRACK IN CAR BODY.,PM01,2156
2003-08-14,D,loose bolts on handrail clamp(see text),PM01,122.99
2003-11-12,D,repaired water leak & hand rail,PM01,370.98
2003-11-25,D,fabricate storage for hand rail,PM01,0
2004-03-23,D,repair damage to walkway/handrails,PM06,184.81
2004-03-31,D,Repair top deck handrail near air boxes,PM01,122.37
2004-04-05,D,fabricate new safety rail    TEXT,PM01,367.11
2004-09-01,D,REPAIR HAND RAIL,PM01,218.57
2004-10-11,D,Repairs to handrails,PM06,140.64
2005-04-28,D,clamps on hand rails broken,PM01,263.61
2005-06-23,D,centre support cracked,PM01,0
2005-07-17,D,repair hand rails from damage,PM01,0
2005-08-27,D,hand rail broken,PM01,298.75
2006-02-07,D,Repair cracks in upper deck,PM01,0
2006-05-06,D,Repair damaged handrails on SHD24,PM06,1316.03
2006-08-11,D,HANDRAIL BROKEN,PM01,0
2006-08-25,D,ACC. damage bent handrails on SHD 24,PM06,724.09
2006-09-16,D,repair/replace broken hand rail,PM01,948.03
2006-09-30,D,repair / replace broken handrail,PM01,543.46
2007-03-01,D,Replace fire exhingisher on top deck,PM01,0
2007-03-22,D,Repair holes in top of travel gaurds,PM01,1166.74
2007-08-03,D,weald up hand rails,PM01,0
2008-04-25,D,ACC. damaged to service leg,PM06,1774
2008-08-28,D,handrail bolts broken/missing,PM01,0
2008-10-30,D,shims to be fitted to boom / carbody,PM01,770.25
2008-11-15,D,Replace hand rail RH side,PM01,176.83
2008-11-25,D,ACC Repair hand rails,PM06,859.3
2009-01-15,D,Detachable Hand Rail broken,PM01,792.93
2009-09-08,D,Deck fire extinguisher  Out of date,PM01,0
2009-12-22,D,limit switch for safety rail 2 b fitted,PM01,745.94
2010-02-16,D,Remove Chains & Fit gates to Accesses,PM01,0
2010-02-16,D,ACC: Lower RH Main access hand rail u/s,PM06,85.84
2010-03-09,D,Crack RH Boom Support walkway access,PM01,161.1
2010-04-14,D,ACC Walkways Safety rails Top Deck Bent,PM06,0
2010-04-29,D,acc bent hand rail main access,PM06,0
2011-03-21,D,SCC Damage LH Rear handrail,PM01,0
2011-04-05,D,ACC Damage LH Deck Handrail,PM06,70.18
2006-07-25,E,REPAIR CRACK IN BODY,PM01,0
2007-02-16,E,REPLACE UDERCARRIAGE RELAY,PM01,136.82
2007-12-04,E,"WARRANTY-CRACKS IN FRONT S/STRUCTURE,",PM01,0
2011-04-27,E,LH TRAVEL GAURD TORN OFF,PM06,131.59
2006-08-11,A,REPAIR STARTER WIRING,PM01,308.04
2001-10-31,B,SCOPE HORN WIRING PROBLEM,PM01,0
2001-11-23,B,REPAIR IDLE TIMER PROBLEM,PM01,627.83
2002-03-01,B,replace lube timer,PM01,396.3
2002-04-04,B,REPLACE L/H ENGINE TIMER ???,PM01,380.57
2002-05-07,B,REPAIR WIRING TO POWERSTEP,PM01,555.75
2002-08-28,B,REPAIR TRITRONICS,PM01,50.92
2002-12-17,B,replace faulty omron timer.,PM01,0
2003-01-16,B,REPLACE ENGINE SHUTDOWN TIMER,PM01,438.78
2003-03-26,B,"RH Engine Stopped, won't run",PM01,0
2003-04-19,B,Idle timer not working,PM01,171.9
2003-06-22,B,L/H ENG TIMER U/S.  ORDERED,PM01,424.12
2003-07-03,B,Chip indicator light on,PM01,325.39
2003-07-04,B,replace l/h engine temp sender,PM01,124.12
2003-12-31,B,won,t swing,PM01
2004-03-01,B,tighten up bcs panel,PM01,246.42
2004-03-28,B,repair rh eng temp sensor wiring,PM01,123.21
2004-04-05,C,REPAIR ELECTRICAL DEFECTS.,PM01,443.03
2004-04-09,C,MACHINE SHUT DOWN IN OPERATION,PM01,769.13
2004-07-24,C,REPAIR L/H HYD TEMP WIRING,PM01,136.86
2005-04-30,C,REPLACE S1 RELAY,PM01,0
2006-05-14,C,CHANGE FAULTY RH BCS ENG TEMP SENSOR,PM01,0
2007-03-10,C,REPAIR ELECTRIC HORN,PM01,3373.72
2007-09-03,C,WIRING FAULT/ SHORT,PM01,377.96
2007-09-17,C,REPAIR CHARGING,PM01,1875.37
2008-05-19,C,REPLACE BCS SCREEN - NO BACKLIGHT,PM01,32951.7
2008-09-24,C,RECTIFY ELECTRICAL FAULT (LOW PRESSURE),PM01,115.9
2009-01-26,C,MACHINE WONT MOVE - ELECTRICAL FAULT,PM01,0
2010-05-31,C,L/H joystick bucket open/close switch us,PM01,4969.64
2010-09-15,C,CHANGE OUT BCS SCREEN,PM01,34539.15
2011-04-04,C,L/H/Side rear estop pull cord u/s,PM01,444.6
2003-07-09,D,electrical bus problems& rev red probs.,PM01,244.04
2004-03-21,D,Isolator On Service Arm Does Not Isolate,PM01,0
2004-04-11,D,LH engine stopped after oil top up,PM01,122.37
2004-07-07,D,Allen key socket for SHD24 inspections,PM01,89.86
2004-09-24,D,Rectify electrical fault.,PM01,437.15
2005-01-03,D,engine stop light has come on,PM01,0
2005-04-03,D,r/h engine shutting down-electrical,PM01,120.34
2005-08-17,D,BCS screen unable to fault find,PM01,1045.63
2006-01-17,D,X1 & X 15 pressurisers not working,PM01,805.2
2006-01-17,D,Electrical over hydraulic issue reoccurs,PM01,0
2006-02-21,D,Repair E-Stop cable,PM01,382.95
2006-03-09,D,RPLC. PILOT FILTER &CONTAMINATION SWITCH,PM01,949.53
2006-04-17,D,Servo leg wont raise SHD24,PM01,255.05
2006-05-01,D,damaged stop button,PM06,0
2006-05-07,D,Intermitent elect fault on SHD24,PM01,0
2006-05-08,D,DER card COMM'S dramas,PM01,0
2006-05-08,D,Broken wire cambuss 3 card,PM01,0
2006-08-02,D,DER Fault,PM01,0
2006-08-05,D,119 swk1 fault,PM01,0
2006-08-07,D,Replace DER1 card,PM01,1901.49
2006-10-03,D,NO ELECTRICAL POWER TO MACHINE.,PM01,674.12
2006-11-13,D,clean electric connectors on PROP valves,PM01,69.6
2007-02-19,D,RH engine stopping intermitently SHD24,PM01,144.12
2007-04-17,D,Repair burnt out wiring,PM01,454.38
2007-06-01,D,Changeout chip indicator pos1 SHD24,PM01,630.48
2007-07-09,D,DER card comms fault SHD24,PM01,179.8
2007-07-28,D,PMS card faulty RH engine not idling,PM01,3042.31
2007-08-01,D,Idle timer not working,PM01,0
2007-08-14,D,Travel beacon stuck on.,PM01,0
2007-11-16,D,loosing electrical power,PM01,332.11
2008-04-03,D,PMS slave pressure fault,PM01,275.96
2008-06-03,D,RHR pressuriser not working,PM01,565.17
2008-06-05,D,R/h slewbox chip indicator leaking,PM01,337.83
2008-07-01,D,Replace chip indicators,PM01,224.27
2008-07-31,D,replace pressuriser,PM01,0
2008-08-28,D,Replace sandwich motor,PM01,1582.93
2008-10-23,D,Burnt wiring at L/H starter,PM01,1011.85
2009-01-14,D,Electrical communication problem,PM01,0
